Country,ISO_Code,Level,GDLCODE,Region,"Life expectancy","GNI per capita in thousands of US$ (2011 PPP)","Expected years schooling","Mean years schooling","Population size in millions"
"United States","USA","Subnat","USAr147","Virginia",78.95,57.43,16.7,13.7,8.52
"United States","USA","Subnat","USAr148","Washington",79.85,63.12,16.7,13.8,7.38
"United States","USA","Subnat","USAr149","West Virginia",75.35,40.25,15.6,12.8,1.85
"United States","USA","Subnat","USAr150","Wisconsin",79.95,52.45,16.6,13.7,5.85
"United States","USA","Subnat","USAr151","Wyoming",78.25,65.34,16.7,13.8,0.59
"Uruguay","URY","National","URYt","Total",77.77,19.44,16.3,8.73,3.45
"Uruguay","URY","Subnat","URYr105","Centro (Durazno and Tacuarembo)",77.77,19.38,15.1,7.73,0.16
"Uruguay","URY","Subnat","URYr106","Centro Sur (Flores, Florida and Lavalleja)",77.77,19.00,17.6,7.67,0.18
"Uruguay","URY","Subnat","URYr103","Costa Este (Canelones, Maldonado and Rocha)",77.77,20.01,16.9,8.38,0.47
"Uruguay","URY","Subnat","URYr107","Litoral Norte (Paysandu, Salto and Rio Negro)",77.77,19.02,13.8,7.80,0.31
"Uruguay","URY","Subnat","URYr104","Litoral Sur (Soriano, Colonia and San Jose)",77.77,18.84,14.7,7.64,0.30
"Uruguay","URY","Subnat","URYr101","Montevideo and Metropolitan area",77.77,19.66,17.0,9.57,1.74
"Uruguay","URY","Subnat","URYr102","Norte (Artigas, Rivera, Cerro Largo and Trienta y Tres)",77.77,18.57,15.2,7.37,0.31
"Uzbekistan","UZB","National","UZBt","Total",71.57,6.462,12.0,11.5,33.0
"Uzbekistan","UZB","Subnat","UZBr102","Central",70.92,6.248,11.8,11.5,7.08
"Uzbekistan","UZB","Subnat","UZBr104","Central East",75.46,6.588,12.1,11.5,4.77
"Uzbekistan","UZB","Subnat","UZBr105","East",72.23,5.580,12.0,11.3,9.22
"Uzbekistan","UZB","Subnat","UZBr103","Southern",68.97,4.923,11.9,11.3,6.11
"Uzbekistan","UZB","Subnat","UZBr106","Tashkent",74.24,15.09,13.2,12.8,2.15
"Uzbekistan","UZB","Subnat","UZBr101","Western",70.48,6.933,12.0,11.6,3.62
"Vanuatu","VUT","National","VUTt","Total",70.32,2.808,11.4,6.84,0.29
"Vanuatu","VUT","Subnat","VUTr108","Luganville",72.73,5.938,15.0,8.13,0.02
"Vanuatu","VUT","Subnat","VUTr103","Malampa",68.62,1.883,11.9,6.48,0.05
"Vanuatu","VUT","Subnat","VUTr104","Penama",71.23,1.726,10.0,5.52,0.03
"Vanuatu","VUT","Subnat","VUTr107","Port Vila",69.99,7.760,13.5,9.41,0.05
"Vanuatu","VUT","Subnat","VUTr105","Sanma",72.65,2.027,10.4,6.16,0.04
"Vanuatu","VUT","Subnat","VUTr102","Shefa",69.54,3.472,9.60,6.92,0.04
"Vanuatu","VUT","Subnat","VUTr101","Tafea",68.03,1.939,11.1,5.01,0.04
"Vanuatu","VUT","Subnat","VUTr106","Torba",71.75,1.614,10.8,5.36,0.01
"Venezuela","VEN","National","VENt","Total",72.13,9.070,12.8,10.3,28.9
"Venezuela","VEN","Subnat","VENr110","Amacuros Delta Federal Territory",72.52,7.213,12.6,10.1,0.12
"Venezuela","VEN","Subnat","VENr102","Amazonas Federal Territory",68.39,7.789,13.2,10.7,0.09
"Venezuela","VEN","Subnat","VENr103","Anzoategui",73.37,9.222,12.8,10.8,1.56
"Venezuela","VEN","Subnat","VENr104","Apure",72.58,5.009,11.3,8.01,0.47
"Venezuela","VEN","Subnat","VENr105","Aragua",73.24,10.58,13.3,11.0,1.83
"Venezuela","VEN","Subnat","VENr106","Barinas",71.90,6.473,11.7,8.25,0.78
"Venezuela","VEN","Subnat","VENr107","Bolivar",72.02,8.801,12.6,11.0,1.51
"Venezuela","VEN","Subnat","VENr108","Carabobo",72.66,10.35,13.0,11.2,2.41
"Venezuela","VEN","Subnat","VENr109","Cojedes",71.29,7.682,12.7,9.47,0.32
"Venezuela","VEN","Subnat","VENr111","Falcon",72.71,8.209,12.8,9.69,0.96
"Venezuela","VEN","Subnat","VENr101","Federal District",72.09,12.71,13.8,12.0,2.31
"Venezuela","VEN","Subnat","VENr112","Guarico",72.53,6.660,12.3,8.73,0.78
"Venezuela","VEN","Subnat","VENr113","Lara",71.63,7.778,12.7,9.58,1.93
"Venezuela","VEN","Subnat","VENr114","Merida",71.71,8.764,13.3,9.23,0.91
"Venezuela","VEN","Subnat","VENr115","Miranda",72.22,11.42,13.3,11.7,2.92
"Venezuela","VEN","Subnat","VENr116","Monagas",72.06,8.151,12.6,10.2,0.90
"Venezuela","VEN","Subnat","VENr117","Nueva Esparta",72.67,10.72,12.9,11.0,0.46
"Venezuela","VEN","Subnat","VENr118","Portuguesa",70.74,6.602,11.8,8.53,0.91
"Venezuela","VEN","Subnat","VENr119","Sucre",71.89,7.499,12.8,8.61,0.99
"Venezuela","VEN","Subnat","VENr120","Tachira",72.76,9.423,13.0,9.50,1.24
"Venezuela","VEN","Subnat","VENr121","Trujillo",72.38,7.406,12.7,8.54,0.75
"Venezuela","VEN","Subnat","VENr124","Vargas",73.91,10.34,12.7,10.8,0.37
"Venezuela","VEN","Subnat","VENr122","Yaracuy",71.42,7.332,12.4,9.03,0.63
"Venezuela","VEN","Subnat","VENr123","Zulia",71.28,8.515,12.5,10.0,3.73
"Vietnam","VNM","National","VNMt","Total",75.32,6.220,12.7,8.20,95.5
"Vietnam","VNM","Subnat","VNMr104","Central Highlands",74.37,5.153,11.1,6.91,6.03
"Vietnam","VNM","Subnat","VNMr106","Mekong River Delta",76.88,5.290,11.9,6.23,17.8
"Vietnam","VNM","Subnat","VNMr103","North Central Coast and South Central Coast",76.27,5.750,12.9,8.24,20.4
"Vietnam","VNM","Subnat","VNMr102","North East, North West",72.29,4.866,11.7,7.67,13.0
"Vietnam","VNM","Subnat","VNMr101","Red River Delta",75.29,7.471,14.0,9.92,22.6
"Vietnam","VNM","Subnat","VNMr105","South East",76.70,8.287,13.2,8.69,15.8
"Yemen","YEM","National","YEMt","Total",66.10,1.433,8.66,3.20,28.5
"Yemen","YEM","Subnat","YEMr102","Abyan, Aden (town and countryside), Lahej, Ad Dali (Al Dhalih)",68.10,1.957,9.44,4.33,3.06
"Yemen","YEM","Subnat","YEMr104","Beida (Al Bayda), Dhamar, Raimah",64.24,1.125,7.53,2.36,3.83
"Yemen","YEM","Subnat","YEMr107","Hajja, Sada, Amran (Omran)",66.45,0.918,7.41,1.94,3.73
"Yemen","YEM","Subnat","YEMr108","Hodeida (Al Hudaydah), Mahweit (Al Mahwit)",64.94,1.031,7.60,2.41,4.27
"Yemen","YEM","Subnat","YEMr101","Ibb",65.58,1.457,8.98,2.62,3.13
"Yemen","YEM","Subnat","YEMr106","Jawf, Hadramet, Shabda (Shabwah), Marib, Mohra (Al Mahrah)",68.81,2.285,9.27,3.67,2.75
"Yemen","YEM","Subnat","YEMr103","Sana a (capital; Al Amana), Sana a (governorate)",66.97,2.503,9.80,4.47,4.01
"Yemen","YEM","Subnat","YEMr105","Taiz",65.77,1.336,9.84,3.68,3.72
"Zambia","ZMB","National","ZMBt","Total",63.51,3.582,12.1,7.10,17.4
"Zambia","ZMB","Subnat","ZMBr101","Central",66.00,3.213,11.0,7.03,1.55
"Zambia","ZMB","Subnat","ZMBr102","Copperbelt",65.64,6.174,13.0,8.66,2.47
"Zambia","ZMB","Subnat","ZMBr103","Eastern",63.55,2.628,10.3,5.15,2.27
"Zambia","ZMB","Subnat","ZMBr104","Luapula",57.77,2.408,10.7,6.11,1.49
"Zambia","ZMB","Subnat","ZMBr105","Lusaka",63.56,7.151,13.7,8.92,2.92
"Zambia","ZMB","Subnat","ZMBr107","North-Western",69.33,2.869,13.1,6.78,0.94
"Zambia","ZMB","Subnat","ZMBr106","Northern",62.80,2.329,11.8,5.80,2.49
"Zambia","ZMB","Subnat","ZMBr108","Southern",62.69,3.224,12.6,7.27,2.10
"Zambia","ZMB","Subnat","ZMBr109","Western",64.49,1.953,11.8,5.71,1.14
"Zimbabwe","ZWE","National","ZWEt","Total",61.20,2.661,10.5,8.34,14.4
"Zimbabwe","ZWE","Subnat","ZWEr110","Bulawayo",65.69,6.984,11.5,10.5,0.66
"Zimbabwe","ZWE","Subnat","ZWEr109","Harare",64.48,4.788,11.3,10.8,2.05
"Zimbabwe","ZWE","Subnat","ZWEr101","Manicaland",57.66,2.230,10.3,7.43,2.09
"Zimbabwe","ZWE","Subnat","ZWEr102","Mashonaland Central",60.30,1.876,9.89,7.00,1.40
"Zimbabwe","ZWE","Subnat","ZWEr103","Mashonaland East",58.88,2.316,10.3,7.89,1.47
"Zimbabwe","ZWE","Subnat","ZWEr104","Mashonaland West",58.91,2.453,10.5,8.30,1.72
"Zimbabwe","ZWE","Subnat","ZWEr108","Masvingo",63.47,2.204,10.9,7.70,1.77
"Zimbabwe","ZWE","Subnat","ZWEr105","Matebeleland North",63.16,1.876,9.85,6.75,0.76
"Zimbabwe","ZWE","Subnat","ZWEr106","Matebeleland South",63.44,2.232,9.15,7.19,0.70
"Zimbabwe","ZWE","Subnat","ZWEr107","Midlands",62.49,2.461,10.1,8.30,1.82
