Country,ISO_Code,Level,GDLCODE,Region,"Life expectancy","GNI per capita in thousands of US$ (2011 PPP)","Expected years schooling","Mean years schooling","Population size in millions"
"Cambodia","KHM","Subnat","KHMr101","Banteay Mean Chey",71.83,4.373,10.8,4.26,0.70
"Cambodia","KHM","Subnat","KHMr113","Bat Dambang-Krong Pailin",71.08,4.299,11.7,5.20,1.26
"Cambodia","KHM","Subnat","KHMr102","Kampong Cham (incl Tboung Khmum)",69.58,3.099,10.9,4.00,2.12
"Cambodia","KHM","Subnat","KHMr103","Kampong Chhnang",68.53,2.880,11.6,4.58,0.58
"Cambodia","KHM","Subnat","KHMr104","Kampong Spueu",72.01,3.026,10.5,4.90,1.03
"Cambodia","KHM","Subnat","KHMr105","Kampong Thum",67.91,2.872,10.8,4.15,0.81
"Cambodia","KHM","Subnat","KHMr114","Kampot-Krong Kaeb-Krong Preah Sihanouk",70.33,3.155,11.8,5.09,0.98
"Cambodia","KHM","Subnat","KHMr106","Kandal",70.65,4.263,10.8,4.99,1.26
"Cambodia","KHM","Subnat","KHMr107","Kaoh Kong",69.32,4.466,12.4,5.15,0.09
"Cambodia","KHM","Subnat","KHMr116","Mondol Kiri-Rotanak Kiri",65.38,3.067,9.00,3.71,0.35
"Cambodia","KHM","Subnat","KHMr108","Phnom Penh",73.13,9.157,13.8,8.03,1.53
"Cambodia","KHM","Subnat","KHMr110","Pousat",71.29,2.613,10.4,4.19,0.63
"Cambodia","KHM","Subnat","KHMr115","Preah Vihear-Stueng Traeng-Kracheh",65.58,2.435,9.90,3.63,0.89
"Cambodia","KHM","Subnat","KHMr109","Prey Veaeng",66.03,3.428,11.5,4.46,1.10
"Cambodia","KHM","Subnat","KHMr117","Siem Reab-Otdar Mean Chey",68.82,3.094,10.3,3.70,1.33
"Cambodia","KHM","Subnat","KHMr111","Svay Rieng",67.55,3.297,12.0,5.02,0.61
"Cambodia","KHM","Subnat","KHMr112","Takaev",71.91,3.569,12.9,4.97,1.01
"Cameroon","CMR","National","CMRt","Total",58.92,3.291,12.8,6.29,25.2
"Cameroon","CMR","Subnat","CMRr101","Adamaoua",58.85,2.920,11.1,3.82,1.19
"Cameroon","CMR","Subnat","CMRr102","Centre (incl Yaounde)",62.07,5.264,14.9,9.58,4.22
"Cameroon","CMR","Subnat","CMRr103","Est",62.32,2.300,12.5,5.86,1.08
"Cameroon","CMR","Subnat","CMRr104","Extreme Nord",55.63,1.842,8.38,1.69,4.82
"Cameroon","CMR","Subnat","CMRr105","Littoral (incl Douala)",63.63,6.078,15.0,9.27,3.27
"Cameroon","CMR","Subnat","CMRr106","Nord",54.20,1.904,10.1,2.69,2.96
"Cameroon","CMR","Subnat","CMRr107","Nord Ouest",65.77,2.799,14.6,6.13,2.25
"Cameroon","CMR","Subnat","CMRr108","Ouest",61.88,3.374,15.3,6.65,2.92
"Cameroon","CMR","Subnat","CMRr109","Sud",61.51,3.176,14.3,8.37,0.72
"Cameroon","CMR","Subnat","CMRr110","Sud Ouest",59.05,3.567,14.7,8.05,1.78
"Canada","CAN","National","CANt","Total",82.32,43.60,16.1,13.3,37.1
"Canada","CAN","Subnat","CANr109","Alberta",81.81,61.49,16.3,13.5,4.33
"Canada","CAN","Subnat","CANr110","British Columbia",82.82,41.92,16.5,13.6,4.87
"Canada","CAN","Subnat","CANr107","Manitoba",80.31,39.99,15.5,12.8,1.35
"Canada","CAN","Subnat","CANr104","New Brunswick",81.01,34.47,15.3,12.7,0.78
"Canada","CAN","Subnat","CANr101","Newfoundland and Labrador",79.71,44.81,14.8,12.2,0.54
"Canada","CAN","Subnat","CANr103","Nova Scotia",80.81,33.54,15.8,13.0,0.97
"Canada","CAN","Subnat","CANr106","Ontario",82.82,43.54,16.4,13.5,14.3
"Canada","CAN","Subnat","CANr102","Prince Edward Island, Yukon Territory, Northwest Territories, Nunavut",80.51,48.05,15.6,12.9,0.15
"Canada","CAN","Subnat","CANr105","Quebec",82.72,36.29,15.8,13.1,8.51
"Canada","CAN","Subnat","CANr108","Saskatchewan",80.51,55.21,15.5,12.8,1.18
"Cape Verde","CPV","National","CPVt","Total",72.78,6.513,11.9,6.24,0.54
"Cape Verde","CPV","Subnat","CPVr105","Fogo",72.78,6.252,12.3,6.49,0.05
"Cape Verde","CPV","Subnat","CPVr101","S.Antao",72.78,5.989,11.1,5.84,0.06
"Cape Verde","CPV","Subnat","CPVr102","S.Vicente",72.78,7.845,12.7,6.67,0.11
"Cape Verde","CPV","Subnat","CPVr104","Santiago- Praia",72.78,7.508,13.4,7.07,0.18
"Cape Verde","CPV","Subnat","CPVr103","Santiago-Interior",72.78,5.106,9.65,5.08,0.15
"Central African Republic CAR","CAF","National","CAFt","Total",52.81,0.777,7.57,4.28,4.67
"Central African Republic CAR","CAF","Subnat","CAFr106","Bangui",58.62,1.524,10.6,7.77,0.90
"Central African Republic CAR","CAF","Subnat","CAFr101","RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi)",52.45,0.737,7.51,4.46,1.09
"Central African Republic CAR","CAF","Subnat","CAFr102","RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",52.03,0.721,5.90,3.28,0.82
"Central African Republic CAR","CAF","Subnat","CAFr103","RS III (Ouham Pende, Ouham)",51.65,0.671,6.77,2.71,0.96
"Central African Republic CAR","CAF","Subnat","CAFr104","RS IV (Ouaka, Haute-Kotto, Baminigui Bangoran, Vakaga)",53.67,0.663,6.56,3.57,0.37
"Central African Republic CAR","CAF","Subnat","CAFr105","RS V (Basse Kotto, Mbornou, Houte Mbormou)",50.90,0.601,6.19,2.78,0.53
"Chad","TCD","National","TCDt","Total",53.98,1.716,7.47,2.41,15.5
"Chad","TCD","Subnat","TCDr101","Zone 1 (N'Djamena)",54.73,4.373,11.8,6.53,1.25
"Chad","TCD","Subnat","TCDr102","Zone 2 (BET (Borkou, Ennedi, Tibesti), Kanem (incl Barh El Gazal), Lac)",58.57,1.771,2.82,0.36,1.79
"Chad","TCD","Subnat","TCDr103","Zone 3 (Guera, Batha Est & Ouest, Salamat)",55.37,1.494,5.02,0.93,1.97
"Chad","TCD","Subnat","TCDr104","Zone 4 (Ouaddai (incl Assongha, Sili), Biltine (new name Wad Fira))",59.26,1.294,3.36,0.36,1.55
"Chad","TCD","Subnat","TCDr105","Zone 5 (Chari-Baguirmi (Dababa, Baguirmi, Hadjer Lamis))",54.77,1.774,3.40,0.69,1.68
"Chad","TCD","Subnat","TCDr106","Zone 6 (Mayo-Kebbi (Kabia, Mayo Boneye & Mayo Dala))",54.08,1.604,10.2,3.43,1.91
"Chad","TCD","Subnat","TCDr107","Zone 7 (Logone Occidental, Logone Oriental (incl Monts de Lam), Tandjile Est & Ouest)",50.18,1.602,10.2,3.47,3.36
"Chad","TCD","Subnat","TCDr108","Zone 8 (Moyen-Chari (Barh Koh, Mandoul, Lac Iro))",53.40,1.627,9.57,3.19,1.97
"Chili","CHL","National","CHLt","Total",80.04,21.97,16.5,10.5,18.7
"Chili","CHL","Subnat","CHLr111","Aisen",79.82,18.65,13.9,8.77,0.11
"Chili","CHL","Subnat","CHLr102","Antofagasta",78.25,24.89,17.4,11.0,0.58
"Chili","CHL","Subnat","CHLr109","Arbucania",79.03,16.78,13.3,8.39,1.00
"Chili","CHL","Subnat","CHLr103","Atacama",81.66,21.73,15.5,9.79,0.30
"Chili","CHL","Subnat","CHLr108","Bio Bio",80.29,20.42,14.5,9.14,2.19
"Chili","CHL","Subnat","CHLr104","Coquimbo",80.76,19.49,14.7,9.29,0.71
"Chili","CHL","Subnat","CHLr110","Los Lagos (incl Los Rios)",79.90,18.11,13.3,8.42,1.26
"Chili","CHL","Subnat","CHLr112","Magallanes and La Antartica Chilena",79.21,25.12,16.3,10.3,0.18
"Chili","CHL","Subnat","CHLr107","Maule",78.87,19.24,13.2,8.32,1.07
"Chili","CHL","Subnat","CHLr106","OHiggins",80.44,21.32,14.0,8.87,0.92
"Chili","CHL","Subnat","CHLr113","Region Metropolitana",80.23,26.01,16.9,10.7,7.13
"Chili","CHL","Subnat","CHLr101","Tarapaca (incl Arica and Parinacota)",80.70,22.65,17.2,10.8,0.51
"Chili","CHL","Subnat","CHLr105","Valparaiso (former Aconcagua)",80.31,23.78,16.3,10.3,1.81
"China","CHN","National","CHNt","Total",76.70,16.13,13.9,7.90,1393
"China","CHN","Subnat","CHNr112","Anhui",76.54,11.54,13.0,7.40,62.7
"China","CHN","Subnat","CHNr101","Beijing",81.74,33.58,18.7,10.7,21.8
"China","CHN","Subnat","CHNr122","Chongqing",77.17,16.62,13.8,7.84,30.8
"China","CHN","Subnat","CHNr113","Fujian",77.23,21.64,13.4,7.60,39.2
"China","CHN","Subnat","CHNr128","Gansu",73.63,7.665,13.1,7.43,26.3
"China","CHN","Subnat","CHNr119","Guangdong",77.98,21.14,14.7,8.35,112
"China","CHN","Subnat","CHNr120","Guangxi",76.57,10.96,13.3,7.55,49.0
"China","CHN","Subnat","CHNr124","Guizhou",72.48,9.915,12.0,6.83,35.9
"China","CHN","Subnat","CHNr121","Hainan",77.78,12.64,13.9,7.88,9.29
"China","CHN","Subnat","CHNr103","Hebei",76.43,12.53,13.5,7.70,75.4
"China","CHN","Subnat","CHNr108","Heilongjiang",77.46,11.15,14.2,8.06,38.0
"China","CHN","Subnat","CHNr116","Henan",76.02,12.31,13.4,7.61,95.9
"China","CHN","Subnat","CHNr132","Hongkong",86.33,58.67,18.8,10.7,7.48
"China","CHN","Subnat","CHNr117","Hubei",76.33,16.17,14.2,8.09,59.2
"China","CHN","Subnat","CHNr118","Hunan",76.15,13.20,14.2,8.08,68.8
"China","CHN","Subnat","CHNr105","Inner Mongolia",75.89,16.64,14.9,8.48,25.4
"China","CHN","Subnat","CHNr110","Jiangsu",78.12,27.93,14.5,8.24,80.5
"China","CHN","Subnat","CHNr114","Jiangxi",75.77,11.80,13.3,7.56,46.4
"China","CHN","Subnat","CHNr107","Jilin",77.66,14.64,14.4,8.21,27.3
"China","CHN","Subnat","CHNr106","Liaoning",77.86,14.29,15.1,8.57,43.8
"China","CHN","Subnat","CHNr130","Ningxia",74.81,13.29,14.2,8.08,6.84
"China","CHN","Subnat","CHNr129","Qinghai",71.32,11.58,12.2,6.91,6.00
"China","CHN","Subnat","CHNr127","Shaanxi",76.13,14.94,14.2,8.06,38.5
"China","CHN","Subnat","CHNr115","Shandong",77.95,19.00,13.6,7.72,100
"China","CHN","Subnat","CHNr109","Shanghai",81.82,32.45,16.8,9.55,24.3
"China","CHN","Subnat","CHNr104","Shanxi",76.38,10.59,14.8,8.40,37.1
"China","CHN","Subnat","CHNr123","Sichuan",76.20,11.66,12.6,7.19,83.3
"China","CHN","Subnat","CHNr133","Taiwan",81.76,44.44,16.7,9.48,2.79
"China","CHN","Subnat","CHNr102","Tianjin",80.42,31.06,16.3,9.27,15.6
"China","CHN","Subnat","CHNr126","Tibet",69.49,10.25,8.04,4.57,3.38
"China","CHN","Subnat","CHNr131","Xinjiang",73.76,11.78,14.0,7.97,24.5
"China","CHN","Subnat","CHNr125","Yunnan",70.89,9.026,12.2,6.94,48.2
"China","CHN","Subnat","CHNr111","Zhejiang",79.24,24.00,14.0,7.93,56.7
"Colombia","COL","National","COLt","Total",77.11,12.90,14.6,8.33,49.6
"Colombia","COL","Subnat","COLr129","Amazonas",74.12,7.522,13.7,8.49,0.08
"Colombia","COL","Subnat","COLr101","Antioquia (incl Medellin)",77.51,14.13,14.4,8.38,6.66
"Colombia","COL","Subnat","COLr125","Arauca",76.40,11.88,13.8,7.48,0.27
"Colombia","COL","Subnat","COLr102","Atlantico (incl Barranquilla)",76.94,14.00,14.8,9.43,2.54
"Colombia","COL","Subnat","COLr103","Bogota D.C.",77.55,16.42,15.5,10.1,8.13
"Colombia","COL","Subnat","COLr104","Bolivar (Sur and Norte)",77.60,10.49,14.5,8.17,2.16
"Colombia","COL","Subnat","COLr105","Boyaca",77.68,12.01,15.4,7.18,1.32
"Colombia","COL","Subnat","COLr106","Caldas",78.56,14.51,14.7,8.07,1.02
"Colombia","COL","Subnat","COLr107","Caqueta",77.18,9.446,13.7,6.48,0.49
"Colombia","COL","Subnat","COLr126","Casanare",77.77,11.15,14.0,7.79,0.37
"Colombia","COL","Subnat","COLr108","Cauca",76.46,9.226,14.1,6.64,1.42
"Colombia","COL","Subnat","COLr109","Cesar",75.76,9.768,14.1,7.43,1.06
"Colombia","COL","Subnat","COLr112","Choco",74.67,6.027,14.6,6.85,0.52
"Colombia","COL","Subnat","COLr110","Cordoba",76.80,8.586,13.9,6.75,1.76
"Colombia","COL","Subnat","COLr111","Cundinamarca",78.37,13.81,14.4,8.25,2.77
"Colombia","COL","Subnat","COLr130","Guainja",77.48,4.701,13.2,6.06,0.04
"Colombia","COL","Subnat","COLr114","Guajira",71.06,7.182,14.4,7.67,0.99
"Colombia","COL","Subnat","COLr131","Guaviare",77.38,10.97,15.0,7.65,0.07
"Colombia","COL","Subnat","COLr113","Huila",77.44,12.56,12.9,6.65,1.19
"Colombia","COL","Subnat","COLr115","Magdalena",75.99,9.487,14.0,7.29,1.30
"Colombia","COL","Subnat","COLr116","Meta",79.18,13.08,14.3,8.51,0.99
"Colombia","COL","Subnat","COLr117","Narino",77.03,9.332,14.1,6.65,1.80
"Colombia","COL","Subnat","COLr118","Norte de Santander",76.46,13.02,14.2,7.54,1.40
"Colombia","COL","Subnat","COLr127","Putumayo",74.42,9.690,14.3,6.85,0.36
"Colombia","COL","Subnat","COLr119","Quindio",78.04,15.70,14.8,8.35,0.58
"Colombia","COL","Subnat","COLr120","Risaralda",77.66,14.81,14.1,7.55,0.98
"Colombia","COL","Subnat","COLr128","San Andres",77.39,13.91,13.9,10.2,0.08
"Colombia","COL","Subnat","COLr121","Santander",77.21,14.32,15.2,8.26,2.13
"Colombia","COL","Subnat","COLr122","Sucre",78.21,10.12,14.5,7.15,0.88
"Colombia","COL","Subnat","COLr123","Tolima",77.42,10.98,14.6,7.26,1.45
"Colombia","COL","Subnat","COLr124","Valle (incl Cali)",77.95,15.57,14.7,9.04,4.76
"Colombia","COL","Subnat","COLr132","Vaupis",71.82,3.284,14.2,6.50,0.05
"Colombia","COL","Subnat","COLr133","Vichada",77.58,11.95,13.8,8.13,0.03
"Comoros","COM","National","COMt","Total",64.12,2.426,11.2,4.91,0.83
"Comoros","COM","Subnat","COMr103","Anjouan (Ndzouani)",64.80,2.229,10.3,4.39,0.40
"Comoros","COM","Subnat","COMr101","Grande Comore (Ngazidja)",62.98,2.683,12.4,5.30,0.38
"Comoros","COM","Subnat","COMr102","Moheli",65.43,2.250,10.6,5.16,0.06
"Congo Brazzaville","COG","National","COGt","Total",64.29,5.804,11.6,6.50,5.24
"Congo Brazzaville","COG","Subnat","COGr204"," Bouenza",61.82,3.334,10.3,4.51,0.35
"Congo Brazzaville","COG","Subnat","COGr211"," Brazzaville",64.98,9.647,12.4,7.86,2.02
"Congo Brazzaville","COG","Subnat","COGr207"," Cuvette",65.65,3.683,11.7,5.45,0.19
"Congo Brazzaville","COG","Subnat","COGr208"," Cuvette Ouest",59.27,2.244,11.3,4.85,0.08
"Congo Brazzaville","COG","Subnat","COGr201"," Kouilou",60.83,2.519,9.08,4.57,0.12
"Congo Brazzaville","COG","Subnat","COGr203"," Lekoumou",60.44,2.459,10.2,4.00,0.11
"Congo Brazzaville","COG","Subnat","COGr210"," Likouala",60.84,2.445,11.0,5.26,0.21
"Congo Brazzaville","COG","Subnat","COGr202"," Niari",65.31,3.755,10.9,5.22,0.27
"Congo Brazzaville","COG","Subnat","COGr206"," Plateaux",66.01,2.622,11.0,4.46,0.19
"Congo Brazzaville","COG","Subnat","COGr212"," Pointe Noire",68.98,8.214,11.3,7.02,1.25
"Congo Brazzaville","COG","Subnat","COGr205"," Pool",60.09,2.163,9.14,4.29,0.36
"Congo Brazzaville","COG","Subnat","COGr209"," Sangha",56.55,3.231,11.2,4.94,0.10
"Congo Democratic Republic","COD","National","CODt","Total",60.37,0.800,9.70,6.76,84.1
"Congo Democratic Republic","COD","Subnat","CODr103","Bandundu",62.94,0.638,10.6,6.99,13.3
"Congo Democratic Republic","COD","Subnat","CODr102","Bas-Congo",59.14,0.855,9.59,6.51,3.68
"Congo Democratic Republic","COD","Subnat","CODr104","Equateur",58.32,0.623,9.98,5.96,11.5
"Congo Democratic Republic","COD","Subnat","CODr111","Kasai Occidental",58.07,0.631,9.45,6.42,5.59
"Congo Democratic Republic","COD","Subnat","CODr110","Kasai Oriental",59.29,0.700,9.91,7.03,8.68
"Congo Democratic Republic","COD","Subnat","CODr109","Katanga",59.39,0.890,9.17,6.74,8.74
"Congo Democratic Republic","COD","Subnat","CODr101","Kinshasa",63.57,2.710,10.8,11.1,7.77
"Congo Democratic Republic","COD","Subnat","CODr108","Maniema",61.17,0.744,9.93,6.23,2.85
"Congo Democratic Republic","COD","Subnat","CODr106","Nord-Kivu",65.96,0.817,8.66,5.43,7.14
"Congo Democratic Republic","COD","Subnat","CODr105","Orientale",60.34,0.743,8.86,5.39,8.43
"Congo Democratic Republic","COD","Subnat","CODr107","Sud-Kivu",57.76,0.721,8.90,4.86,6.41
"Costa Rica","CRI","National","CRIt","Total",80.10,14.79,15.4,8.67,5.00
"Costa Rica","CRI","Subnat","CRIr102","Alajuela",80.10,15.37,15.1,8.79,0.95
"Costa Rica","CRI","Subnat","CRIr103","Cartago",80.10,15.56,16.6,8.26,0.52
"Costa Rica","CRI","Subnat","CRIr105","Guanacaste",80.10,13.22,15.1,7.67,0.34
"Costa Rica","CRI","Subnat","CRIr104","Heredia",80.10,15.68,17.0,9.63,0.43
"Costa Rica","CRI","Subnat","CRIr107","Limon",80.10,13.29,14.0,7.02,0.42
"Costa Rica","CRI","Subnat","CRIr106","Puntarenas",80.10,13.08,14.3,7.20,0.64
"Costa Rica","CRI","Subnat","CRIr101","San Jose",80.10,15.42,15.6,9.53,1.70
"Cote d'Ivoire","CIV","National","CIVt","Total",57.42,3.589,9.63,5.19,25.1
"Cote d'Ivoire","CIV","Subnat","CIVr101","Centre",55.54,2.864,10.9,3.57,1.82
"Cote d'Ivoire","CIV","Subnat","CIVr102","Centre Est",55.87,3.707,10.3,5.19,0.63
"Cote d'Ivoire","CIV","Subnat","CIVr103","Centre Nord",61.96,3.844,10.3,3.89,2.01
"Cote d'Ivoire","CIV","Subnat","CIVr104","Centre Ouest",61.26,3.150,9.37,4.55,3.74
"Cote d'Ivoire","CIV","Subnat","CIVr105","Nord",51.01,2.788,6.78,2.18,1.33
"Cote d'Ivoire","CIV","Subnat","CIVr106","Nord Est",55.74,2.419,9.32,2.58,1.08
"Cote d'Ivoire","CIV","Subnat","CIVr107","Nord Ouest",52.20,2.926,6.74,1.79,1.16
"Cote d'Ivoire","CIV","Subnat","CIVr108","Ouest",54.83,2.384,8.67,4.06,2.95
"Cote d'Ivoire","CIV","Subnat","CIVr110","Sud Ouest",61.83,2.484,7.67,3.80,2.05
"Cote d'Ivoire","CIV","Subnat","CIVr109","Sud, Abidjan",59.10,5.591,11.1,7.85,8.29
"Croatia","HRV","National","HRVt","Total",78.34,23.06,15.0,11.4,4.09
"Croatia","HRV","Subnat","HRVr101","City of Zagreb",78.34,41.00,16.5,12.6,0.79
"Croatia","HRV","Subnat","HRVr107","County of Bjelovar-Bilogora",78.34,15.85,13.8,10.5,0.11
"Croatia","HRV","Subnat","HRVr110","County of Brod-Posavina",78.34,12.76,14.0,10.7,0.15
"Croatia","HRV","Subnat","HRVr121","County of Dubrovnik-Neretva",78.34,23.12,15.4,11.8,0.12
"Croatia","HRV","Subnat","HRVr120","County of Istria",78.34,28.99,15.3,11.6,0.20
"Croatia","HRV","Subnat","HRVr113","County of Karlovac",78.34,17.26,14.3,10.9,0.12
"Croatia","HRV","Subnat","HRVr105","County of Koprivnica-Krizevc",78.34,19.41,13.8,10.5,0.11
"Croatia","HRV","Subnat","HRVr103","County of Krapina-Zagorje",78.34,14.77,14.0,10.7,0.13
"Croatia","HRV","Subnat","HRVr116","County of Lika-Senj",78.34,17.71,13.8,10.6,0.05
"Croatia","HRV","Subnat","HRVr106","County of Medimurje",78.34,19.69,14.2,10.9,0.11
"Croatia","HRV","Subnat","HRVr111","County of Osijek-Baranja",78.34,18.22,14.5,11.0,0.29
"Croatia","HRV","Subnat","HRVr109","County of Pozega-Slavonia",78.34,13.14,13.8,10.5,0.07
"Croatia","HRV","Subnat","HRVr115","County of Primorje-Gorski Kotar",78.34,28.59,15.8,12.0,0.28
"Croatia","HRV","Subnat","HRVr118","County of Sibenik-Knin",78.34,18.27,14.3,10.9,0.10
"Croatia","HRV","Subnat","HRVr114","County of Sisak-Moslavina",78.34,16.76,14.1,10.7,0.15
"Croatia","HRV","Subnat","HRVr119","County of Split-Dalmatia",78.34,17.67,15.3,11.7,0.44
"Croatia","HRV","Subnat","HRVr104","County of Varazdin",78.34,19.14,14.6,11.1,0.17
"Croatia","HRV","Subnat","HRVr108","County of Virovitica-Podravina",78.34,12.74,13.5,10.3,0.08
"Croatia","HRV","Subnat","HRVr112","County of Vukovar-Srijem",78.34,13.30,13.9,10.6,0.16
"Croatia","HRV","Subnat","HRVr117","County of Zadar",78.34,18.57,14.6,11.1,0.17
"Croatia","HRV","Subnat","HRVr102","County of Zagreb",78.34,17.87,14.7,11.2,0.31
"Cuba","CUB","National","CUBt","Total",78.73,7.811,14.4,11.8,11.3
"Cuba","CUB","Subnat","CUBr103","Centro",78.70,7.811,14.0,11.4,2.81
"Cuba","CUB","Subnat","CUBr102","Ciudad Habana",80.16,7.811,15.5,12.7,2.04
"Cuba","CUB","Subnat","CUBr101","Occidente",79.71,7.811,14.2,11.6,2.16
"Cuba","CUB","Subnat","CUBr104","Oriente",77.91,7.811,14.2,11.6,4.34
"Cyprus","CYP","National","CYPt","Total",80.83,33.10,14.7,12.1,1.19
"Czech Republic","CZE","National","CZEt","Total",79.22,31.60,16.8,12.7,10.6
"Czech Republic","CZE","Subnat","CZEr106","Jihovychod",79.99,29.12,18.0,12.9,1.70
"Czech Republic","CZE","Subnat","CZEr103","Jihozapad",79.39,27.74,16.5,12.5,1.22
"Czech Republic","CZE","Subnat","CZEr108","Moravskoslezsko",78.09,26.86,16.1,12.6,1.22
"Czech Republic","CZE","Subnat","CZEr101","Praha",80.70,66.64,21.0,14.0,1.29
"Czech Republic","CZE","Subnat","CZEr105","Severovychod",79.69,25.98,15.7,12.5,1.52
"Czech Republic","CZE","Subnat","CZEr104","Severozapad",77.29,22.59,14.7,12.0,1.12
"Czech Republic","CZE","Subnat","CZEr102","Stredni Cechy",79.29,29.00,12.9,12.7,1.35
"Czech Republic","CZE","Subnat","CZEr107","Stredni Morava",78.99,25.60,16.5,12.5,1.22
"Denmark","DNK","National","DNKt","Total",80.78,48.84,19.1,12.6,5.80
"Denmark","DNK","Subnat","DNKr101","Hovedstaden",80.67,64.04,18.8,13.3,1.82
"Denmark","DNK","Subnat","DNKr104","Midtjylland",81.37,44.34,19.4,12.5,1.32
"Denmark","DNK","Subnat","DNKr105","Nordjylland",80.37,41.24,19.2,12.1,0.59
"Denmark","DNK","Subnat","DNKr102","Sjaelland",80.07,34.36,18.6,12.1,0.84
"Denmark","DNK","Subnat","DNKr103","Syddanmark",81.07,44.90,19.1,12.2,1.23
"Djibouti","DJI","National","DJIt","Total",66.58,3.601,6.48,4.00,0.96
"Djibouti","DJI","Subnat","DJIr101","Djibouti",65.59,4.022,6.55,4.35,0.81
"Djibouti","DJI","Subnat","DJIr102","Other Districts",72.38,2.070,6.13,2.10,0.15
"Dominica","DMA","National","DMAt","Total",78.12,9.245,13.0,7.80,0.07
"Dominican Republic","DOM","National","DOMt","Total",73.89,15.07,14.1,7.94,10.6
"Dominican Republic","DOM","Subnat","DOMr101","Region 0 (Distrito Nacional, Santo Domingo, Monte Plata)",73.51,16.79,14.4,9.04,4.05
"Dominican Republic","DOM","Subnat","DOMr102","Region I (Peravia, San Cristobal, San Jose de Ocoa, Azua)",76.72,13.78,14.1,7.27,0.90
"Dominican Republic","DOM","Subnat","DOMr103","Region II (Espaillat, Puerto Plata, Santiago)",74.57,17.02,14.2,7.94,1.63
"Dominican Republic","DOM","Subnat","DOMr104","Region III (Duarte, Maria Trinidad Sanchez, Salcedo, Samana)",76.29,14.54,14.0,7.39,0.67
"Dominican Republic","DOM","Subnat","DOMr105","Region IV (Independencia, Bahoruco, Barahona, Pedernales)",73.54,10.50,14.1,6.49,0.40
"Dominican Republic","DOM","Subnat","DOMr106","Region V (El Seibo, La Altagracia, La Romana, San Pedro de Macoris, Hato Mayor)",73.34,13.32,13.9,7.56,1.10
"Dominican Republic","DOM","Subnat","DOMr107","Region VI (San Juan, Elias Pina)",72.12,11.49,14.1,5.89,0.59
"Dominican Republic","DOM","Subnat","DOMr108","Region VII (Dajabon, Monte Cristi, Santiago Rodriguez, Valverde)",70.80,12.00,13.5,6.48,0.52
"Dominican Republic","DOM","Subnat","DOMr109","Region VIII (La Vega, Monsenor Nouel, Sanchez Ramirez)",74.48,15.51,13.8,7.32,0.78
"Ecuador","ECU","National","ECUt","Total",76.80,10.14,14.9,8.99,17.1
"Ecuador","ECU","Subnat","ECUr101","Coste",76.80,9.648,15.0,9.00,7.86
"Ecuador","ECU","Subnat","ECUr103","Oriente",76.80,7.205,13.9,8.37,2.13
"Ecuador","ECU","Subnat","ECUr102","Sierra",76.80,11.88,15.2,9.15,7.09
"Egypt","EGY","National","EGYt","Total",71.83,10.74,13.1,7.33,98.4
"Egypt","EGY","Subnat","EGYr102","Alexandria",72.35,11.76,14.5,9.27,4.38
"Egypt","EGY","Subnat","EGYr118","Assuit",69.02,9.520,11.9,5.94,5.34
"Egypt","EGY","Subnat","EGYr121","Aswan",71.18,10.32,12.3,7.75,1.76
"Egypt","EGY","Subnat","EGYr112","Behera",73.48,10.97,12.6,6.24,8.32
"Egypt","EGY","Subnat","EGYr115","Beni Suef",70.02,10.42,12.1,6.48,3.35
"Egypt","EGY","Subnat","EGYr101","Cairo",73.88,11.60,13.9,9.06,8.96
"Egypt","EGY","Subnat","EGYr106","Dakahlia",73.00,11.20,13.7,7.53,7.17
"Egypt","EGY","Subnat","EGYr105","Damietta",74.05,11.73,13.5,7.71,1.73
"Egypt","EGY","Subnat","EGYr116","Fayoum",72.61,10.06,12.4,5.91,3.23
"Egypt","EGY","Subnat","EGYr122","Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",72.54,10.79,12.4,7.99,0.86
"Egypt","EGY","Subnat","EGYr110","Gharbia",71.97,10.95,13.4,7.78,6.13
"Egypt","EGY","Subnat","EGYr114","Giza",72.63,10.97,12.7,7.41,9.37
"Egypt","EGY","Subnat","EGYr113","Ismailia",70.75,11.56,13.6,8.10,0.76
"Egypt","EGY","Subnat","EGYr109","Kafr El-Sheikh",72.98,11.52,13.7,6.59,3.88
"Egypt","EGY","Subnat","EGYr108","Kalyubia",70.64,10.29,13.8,7.69,4.59
"Egypt","EGY","Subnat","EGYr111","Menoufia",73.87,10.92,13.7,7.53,4.62
"Egypt","EGY","Subnat","EGYr117","Menya",70.13,9.600,12.9,5.81,5.44
"Egypt","EGY","Subnat","EGYr103","Port Said",73.09,12.59,14.6,9.88,0.41
"Egypt","EGY","Subnat","EGYr120","Qena",70.44,10.12,12.9,6.66,4.49
"Egypt","EGY","Subnat","EGYr107","Sharkia",71.10,10.48,13.5,7.35,8.57
"Egypt","EGY","Subnat","EGYr119","Souhag",69.46,9.456,12.2,6.23,4.97
"Egypt","EGY","Subnat","EGYr104","Suez",73.15,12.42,14.1,9.30,0.09
"El Salvador","SLV","National","SLVt","Total",73.10,6.973,12.0,6.94,6.42
